0050-0038,0075-0050,0075-0065,0038-0040,0036-0084,Average,Err
752.865,749.300,409.398,669.432,296.302,575.460,83.912
749.882,732.574,405.529,707.258,275.370,574.123,87.499
748.152,722.224,423.326,699.934,267.821,572.291,85.928
749.961,728.650,436.117,719.767,279.877,582.874,85.148
741.242,734.709,422.203,697.763,285.636,576.310,83.734
741.140,710.381,419.391,709.756,286.957,573.525,82.768
718.815,731.130,427.828,676.690,282.290,567.351,80.609
725.961,701.108,419.255,697.282,268.747,562.471,82.682
743.022,759.430,421.453,691.613,268.093,576.722,88.000
766.837,711.937,403.654,664.321,291.235,567.597,83.220
773.539,731.090,417.612,723.063,298.722,588.805,86.221
722.500,722.054,416.057,699.122,302.914,572.529,79.511
770.624,734.045,414.115,711.648,280.278,582.142,88.256
711.685,725.148,429.458,674.369,285.673,565.267,78.872
756.404,732.027,427.406,661.394,300.506,575.548,80.538
754.522,722.830,400.344,710.108,305.574,578.676,83.753
746.197,753.287,418.669,684.223,284.673,577.410,85.258
761.607,731.408,397.229,705.986,280.926,575.431,88.210
734.208,702.628,406.352,674.519,275.401,558.622,82.073
744.213,748.552,405.951,709.686,264.488,574.578,89.864
724.045,749.112,439.609,661.819,274.623,569.842,82.095
741.596,701.735,424.135,669.648,309.173,569.257,76.429
779.404,734.973,438.076,714.348,275.315,588.423,88.193
738.343,761.888,404.083,687.739,299.000,578.211,84.771
772.006,750.964,415.216,736.369,284.759,591.863,90.369
760.326,775.803,437.135,709.676,295.741,595.736,86.637
760.438,737.780,438.107,709.028,310.093,591.089,81.601
775.236,726.933,427.482,721.265,273.593,584.902,88.699
760.067,723.323,406.102,708.969,299.216,579.535,84.541
773.236,715.085,415.779,704.512,280.889,577.900,86.604
773.213,721.103,427.745,707.927,296.735,585.345,84.115
781.388,762.933,415.951,715.174,299.426,594.974,88.726
748.118,739.457,426.034,678.801,273.864,573.255,85.006
764.944,732.386,407.227,679.721,280.580,572.972,86.400
740.230,772.233,418.990,708.847,285.012,585.062,87.645
760.966,779.561,447.508,723.526,313.568,605.026,84.518
769.618,729.422,410.451,732.819,303.586,589.179,86.340
796.281,743.018,410.393,720.627,297.741,593.612,89.585
751.090,745.471,440.253,722.704,304.426,592.789,82.866
752.916,728.700,420.815,725.348,298.593,585.274,84.268
736.747,749.377,414.016,754.481,311.605,593.245,85.419
727.112,745.359,423.521,712.774,286.617,579.077,84.183
744.663,735.274,440.510,732.132,297.549,590.026,83.211
742.500,768.722,417.625,699.850,267.969,579.333,89.468
748.539,732.857,440.070,702.139,289.914,582.704,82.555
787.478,775.341,410.477,750.136,306.160,605.918,91.765
726.938,736.919,410.648,714.007,281.370,573.977,85.288
809.882,769.435,442.990,709.286,301.160,606.551,89.094
759.809,759.964,429.763,744.916,293.889,597.668,88.269
783.730,787.045,425.323,715.084,300.377,602.312,89.944
767.635,773.265,443.331,687.777,319.037,598.209,82.291
786.494,783.040,435.609,741.610,305.796,610.510,89.747
783.534,752.888,448.792,766.547,293.562,609.064,89.701
771.978,756.090,410.922,743.561,313.019,599.114,87.785
785.028,746.435,445.451,739.564,296.741,602.644,87.401
770.803,730.395,427.862,716.059,296.099,588.244,85.075
767.449,789.067,420.740,718.084,298.333,598.735,89.634
759.213,778.919,421.990,716.721,295.136,594.396,88.421
766.865,750.435,416.456,728.979,282.988,589.145,89.601
770.792,781.955,417.753,753.965,300.944,605.082,91.324
760.848,773.453,433.471,736.739,290.858,599.074,88.984
779.556,755.054,419.740,714.422,305.531,594.860,86.821
712.326,716.807,417.128,717.125,314.765,575.630,77.926
718.107,787.278,435.612,739.453,290.586,594.207,87.421
754.893,769.229,449.003,757.484,301.259,606.374,87.011
789.472,798.969,429.552,706.711,290.772,603.095,91.979
755.871,756.556,417.008,749.718,302.062,596.243,87.955
789.545,750.574,431.831,747.446,299.679,603.815,89.161
807.478,779.359,428.102,778.268,292.679,617.177,95.816
744.174,766.417,434.836,750.129,312.432,601.598,85.084
773.045,732.435,430.555,706.439,292.395,586.974,85.158
768.090,770.269,440.935,723.627,323.062,605.197,83.520
767.275,783.332,442.654,714.554,299.889,601.541,87.069
789.146,736.166,420.276,734.484,308.704,597.755,87.071
807.758,743.865,432.875,733.296,324.932,608.545,85.990
757.882,748.605,433.789,738.561,302.494,596.266,85.388
774.747,756.749,423.182,734.610,303.438,598.545,87.734
789.438,787.996,457.286,750.031,285.883,614.127,92.039
801.719,757.857,413.867,756.812,303.099,606.671,92.255
785.590,750.197,452.688,726.725,290.611,601.162,87.288
815.640,798.951,422.250,741.488,305.056,616.677,94.509
816.680,758.435,431.940,745.484,285.525,607.613,93.822
777.719,763.919,437.536,749.937,311.241,608.071,87.266
798.213,752.874,445.669,727.641,293.691,603.618,88.663
779.292,767.368,425.932,751.690,298.784,604.613,90.353
798.118,747.215,429.812,768.686,306.994,610.165,90.261
784.961,747.278,428.935,737.394,278.364,595.386,91.079
767.725,756.404,429.167,747.739,291.778,598.562,89.128
771.556,756.076,457.760,729.648,289.438,600.896,86.551
796.264,762.529,435.154,733.052,310.389,607.478,87.956
787.770,746.892,429.521,727.422,293.204,596.962,88.592
781.944,780.291,428.891,728.355,310.654,606.027,88.295
811.112,784.650,442.138,758.449,301.920,619.654,92.868
756.618,712.444,418.266,734.098,313.784,587.042,82.283
719.899,737.753,418.997,740.488,316.173,586.662,81.368
747.365,746.556,441.508,719.819,316.562,594.362,80.709
742.421,754.274,437.435,705.505,310.809,590.089,81.187
743.376,737.094,431.138,760.585,310.864,596.612,84.189
817.685,761.686,437.661,738.516,341.327,619.375,85.815
737.663,759.471,452.698,710.387,301.593,592.362,81.736
745.140,767.861,467.034,772.906,292.512,609.091,87.397
773.140,767.744,453.221,735.059,311.605,608.154,85.027
807.337,770.601,442.490,783.115,302.259,621.160,93.133
778.146,759.422,433.849,747.878,306.235,605.106,87.816
848.904,802.803,452.747,763.913,298.827,633.439,97.313
787.365,799.955,423.938,769.976,322.809,620.808,91.575
831.326,812.354,442.177,751.226,297.056,626.828,96.863
783.185,810.121,437.766,772.787,304.420,621.656,93.575
786.758,761.744,429.076,734.892,308.222,604.139,87.977
771.843,793.587,424.664,715.864,283.037,597.799,92.003
766.236,724.735,432.917,740.847,308.056,594.558,83.912
793.865,751.592,436.854,769.495,289.296,608.220,92.110
796.039,803.655,437.203,763.505,289.475,617.976,95.489
796.685,752.251,433.156,748.728,313.272,608.819,88.011
788.022,805.538,442.443,777.160,309.735,624.580,92.745
818.287,768.834,427.917,723.042,307.728,609.161,90.754
790.421,792.457,433.201,773.328,301.611,618.204,93.497
792.691,718.399,420.354,747.328,319.636,599.682,85.727
745.281,763.673,438.685,767.613,308.895,604.829,86.403
807.006,778.193,441.984,746.000,297.179,614.072,92.000
783.820,756.184,444.497,785.178,298.154,613.567,90.961
789.298,790.897,440.719,751.627,318.352,618.178,89.064
785.461,744.395,435.620,780.209,328.080,614.753,86.624
766.781,815.623,441.221,767.265,324.179,623.014,89.650
820.579,792.426,433.490,749.585,328.951,625.006,90.802
800.270,726.238,453.438,732.753,300.025,602.544,86.047
776.618,769.009,436.208,742.861,299.815,604.902,88.766
767.022,804.628,416.773,773.895,315.259,615.516,92.402
746.511,781.574,441.336,732.537,303.531,601.098,86.038
765.146,763.404,455.440,747.679,278.346,602.003,89.470
757.124,816.816,438.734,789.617,314.321,623.322,92.207
772.242,782.045,430.799,763.721,304.864,610.734,90.503
815.230,805.744,441.893,759.519,296.877,623.853,95.528
780.382,800.049,430.549,797.990,311.111,624.016,94.031
768.382,801.489,434.406,782.010,315.877,620.433,91.244
786.236,794.794,456.018,739.523,321.747,619.663,86.791
828.298,785.265,434.328,772.648,295.253,623.158,96.724
794.399,789.713,417.344,762.087,323.457,617.400,91.297
753.343,807.233,454.711,782.087,303.660,620.207,90.884
777.820,776.139,455.943,777.111,309.877,619.378,88.783
807.090,792.475,444.078,776.352,329.512,629.902,90.341
819.410,799.978,453.240,779.066,300.660,630.471,95.225
786.657,789.825,447.438,747.714,274.623,609.252,94.109
769.691,750.327,431.036,749.098,301.284,600.287,87.499
752.242,765.538,445.948,781.561,323.414,613.740,85.518
789.034,752.713,431.294,767.679,297.290,607.602,90.990
798.000,757.717,435.286,736.551,301.809,605.873,89.129
797.798,766.040,421.620,740.753,308.278,606.898,90.153
783.949,753.466,431.849,743.272,299.710,602.449,88.619
750.567,784.857,438.763,757.425,285.142,603.351,90.929
805.657,781.664,424.375,769.631,306.142,617.494,93.752
807.213,767.265,449.529,765.843,296.994,617.369,91.949
781.303,803.287,450.641,719.735,301.210,611.235,89.328
769.506,763.726,419.318,753.746,321.407,605.541,87.013
762.663,801.426,432.419,741.167,301.364,607.808,90.315
792.348,758.735,441.719,750.871,304.648,609.664,88.719
808.972,780.408,429.721,759.157,319.469,619.545,91.067
789.904,765.897,437.227,757.780,300.253,610.212,90.400
777.225,775.614,446.307,746.672,299.932,609.150,88.771
814.219,765.126,447.943,733.777,292.722,610.757,91.217
818.961,771.587,433.513,734.345,303.222,612.326,91.754
820.067,818.520,451.667,771.411,326.957,637.724,92.737
782.360,782.538,449.138,773.714,320.802,621.710,88.342
844.045,793.027,448.878,785.690,314.716,637.271,95.620
783.837,789.888,449.299,764.721,308.667,619.282,90.047
827.860,762.507,436.240,788.948,318.623,626.835,93.042
785.978,801.327,446.672,771.895,317.920,624.758,90.484
826.888,802.650,443.406,790.369,295.901,631.843,98.125
790.051,804.664,443.932,756.749,341.790,627.437,87.142
790.955,768.054,442.393,764.139,284.352,609.979,92.871
839.629,806.399,435.932,754.986,313.944,630.178,95.548
832.118,775.179,455.508,805.206,298.235,633.249,96.559
797.646,771.081,444.419,767.220,294.877,615.048,92.189
750.938,783.161,430.773,744.411,311.056,604.068,87.001
771.287,787.108,436.130,762.324,314.741,614.318,88.972
775.781,789.982,437.312,796.028,306.784,621.177,92.870
793.112,768.556,453.409,798.868,314.296,625.648,90.571
825.635,790.717,436.036,779.432,316.660,629.696,94.284
815.865,782.314,481.859,738.220,313.080,626.268,87.583
791.562,818.417,429.018,770.153,298.969,621.624,96.098
791.916,820.888,443.120,745.829,289.617,618.274,95.114
769.455,817.951,443.797,749.620,323.846,620.934,88.786
771.112,802.978,433.984,767.718,308.340,616.826,91.612
795.225,789.296,431.586,777.143,295.154,617.681,94.880
785.376,806.552,443.247,743.516,318.080,619.354,89.398
841.652,799.018,463.643,758.502,301.519,632.867,94.955
763.354,775.211,449.529,779.404,301.506,613.801,89.523
779.315,793.547,457.414,765.359,300.327,619.192,90.609
836.213,756.215,442.846,746.958,309.679,618.382,91.453
777.135,774.265,445.128,793.993,307.198,619.544,91.036
821.607,771.314,439.107,786.328,301.265,623.924,94.962
809.888,816.821,462.016,764.767,315.907,633.880,92.135
809.921,780.188,443.208,814.376,318.580,633.255,93.967
813.961,784.143,440.396,753.819,316.889,621.842,90.904
856.978,816.910,441.617,782.557,316.037,642.820,98.583
796.073,795.870,429.695,803.056,335.593,632.057,92.047
769.298,751.610,459.596,763.240,348.414,618.432,79.901
795.427,770.538,417.924,787.293,309.451,616.127,93.514
796.775,736.632,440.076,784.718,293.037,610.248,91.823
841.303,798.592,442.068,770.784,310.685,632.686,95.945
815.837,838.969,442.768,762.676,293.148,630.680,98.859
787.472,806.126,436.161,776.484,292.451,619.739,95.553
780.506,778.036,436.685,781.697,332.247,621.834,87.926
799.663,785.776,455.391,730.341,311.346,616.503,88.145
788.691,775.753,459.083,790.488,335.809,629.965,86.705
791.848,771.605,461.802,787.554,318.056,626.173,88.678
775.640,784.628,434.130,765.850,289.253,609.900,92.958
768.904,774.794,442.208,791.383,306.488,616.755,90.632
744.331,757.170,458.633,751.153,291.216,600.501,85.723
821.730,806.202,465.102,755.303,320.062,633.680,90.927
806.511,766.251,442.383,780.484,324.019,623.930,89.668
798.163,772.776,423.802,760.087,320.586,615.083,90.051
844.989,781.749,437.047,768.296,295.241,625.464,97.481
823.899,774.857,441.172,785.523,296.586,624.407,95.798
830.483,773.283,449.776,746.519,294.901,618.992,93.481
777.674,788.570,436.917,780.679,315.710,619.910,90.599
843.034,802.094,432.557,774.146,327.247,635.816,95.132
801.528,808.803,429.172,753.833,302.488,619.165,94.601
797.264,811.368,459.935,759.739,315.815,628.824,90.627
847.427,806.170,435.461,758.115,311.519,631.738,96.744
779.455,799.408,446.081,727.798,297.525,610.053,90.106
801.399,802.300,429.380,785.206,291.105,621.878,97.555
799.242,791.709,446.047,765.296,298.321,620.123,93.050
803.989,780.484,440.516,759.533,283.302,613.565,94.752
811.781,777.022,434.570,767.000,296.290,617.333,94.272
821.118,755.498,431.826,733.798,287.056,605.859,93.171
785.129,830.112,457.031,767.544,295.389,627.041,94.840
795.635,802.197,452.719,783.641,293.679,625.574,94.897
779.584,801.753,446.518,769.875,323.228,624.192,89.229
825.230,806.682,457.388,770.941,320.827,636.214,92.604
818.713,769.978,436.266,782.087,320.667,625.542,91.969
830.281,780.682,429.682,770.777,309.765,624.237,94.899
776.770,785.484,437.294,792.955,291.265,616.754,94.503
807.399,816.170,458.490,820.871,296.531,639.892,98.527
808.938,799.700,442.510,764.408,309.056,624.922,93.147
797.208,828.085,449.214,769.732,294.049,627.658,96.383
807.270,785.623,425.435,775.091,319.895,622.663,92.615
838.635,801.596,469.911,742.303,321.611,634.811,90.819
819.388,804.561,464.219,762.063,323.068,634.660,90.634
827.129,782.332,449.164,771.105,310.333,628.013,93.133
813.596,773.623,445.378,750.282,285.790,613.734,93.818
824.079,796.251,443.562,767.094,280.377,622.273,98.142
774.522,792.045,444.341,791.937,326.142,625.798,89.461
788.624,794.744,458.461,746.181,312.309,620.064,88.467
824.152,815.238,442.805,769.003,306.167,631.473,96.173
794.331,780.448,444.943,796.460,322.907,627.818,90.747
757.118,800.489,450.789,758.714,299.340,613.290,89.855
810.612,791.937,445.044,764.530,310.142,624.453,92.370
824.045,764.879,424.971,783.721,336.790,626.881,91.090
771.860,779.906,437.323,734.516,319.222,608.565,86.007
790.197,771.942,435.422,779.575,304.074,616.242,91.940
785.152,802.305,433.560,783.491,308.562,622.614,93.586
767.910,790.785,456.112,769.192,327.142,622.228,86.233
821.062,771.027,442.151,737.582,310.377,616.440,90.442
804.376,793.188,454.549,779.317,316.043,629.495,91.364
757.152,795.879,431.451,759.310,299.481,608.655,90.948
802.022,794.049,436.779,771.244,303.840,621.587,93.769
799.944,809.659,481.008,775.202,303.938,633.950,91.800
781.629,831.475,437.036,813.585,314.858,635.717,96.680
783.483,756.767,440.430,794.206,321.920,619.361,88.741
816.230,787.108,444.729,772.223,294.432,622.944,95.137
787.337,786.475,464.888,756.798,323.062,623.712,86.393
792.236,823.798,446.500,784.495,305.037,630.413,95.293
772.315,772.969,458.070,739.073,318.333,612.152,84.307
809.146,789.650,458.341,742.359,307.901,621.480,90.124
800.511,803.327,457.674,748.920,315.389,625.164,89.848
829.045,807.771,444.857,773.861,316.901,634.487,94.684
803.747,795.516,438.190,771.645,299.247,621.669,94.549
753.000,774.099,448.849,753.530,312.191,608.334,85.469
794.320,779.269,424.956,732.108,308.852,607.901,89.988
801.921,792.493,441.977,782.348,332.426,630.233,90.127
832.933,792.897,442.409,781.045,290.673,627.991,98.152
783.118,814.973,425.005,776.557,334.049,626.741,91.366
823.669,815.475,451.018,794.617,307.481,638.452,96.892
844.247,821.013,462.154,792.951,321.426,648.358,96.051
774.781,792.839,448.654,783.523,309.389,621.837,90.861
812.669,789.327,458.307,753.341,304.759,623.681,91.439
817.191,835.215,453.380,798.359,324.185,645.666,95.706
844.921,781.857,455.701,807.282,324.086,642.769,94.621
804.056,787.857,431.044,778.498,327.056,625.702,91.331
824.539,815.529,446.961,799.544,298.173,636.949,98.870
808.680,774.350,455.508,797.648,333.407,633.919,89.265
821.354,809.063,433.930,805.596,313.642,636.717,97.532
779.663,798.170,440.438,778.425,310.833,621.506,91.684
790.556,773.399,434.107,769.338,294.809,612.442,92.724
837.635,813.305,448.898,774.882,327.519,640.448,94.117
839.708,831.094,444.398,776.969,301.179,638.670,99.642
809.270,784.076,458.307,790.164,280.741,624.512,96.507
824.758,812.256,458.458,787.331,321.636,640.888,93.771
769.663,777.049,446.451,749.446,299.988,608.519,88.473
793.287,783.610,440.349,800.056,347.593,632.979,88.285
783.197,794.619,441.089,734.697,289.333,608.587,91.865
859.421,753.076,450.560,762.655,289.265,622.996,96.630
837.309,817.659,464.768,779.084,335.086,646.781,92.366
836.466,803.646,448.927,830.808,310.315,646.032,99.359
804.264,800.457,446.099,803.962,307.123,632.381,95.441
853.472,779.265,450.034,809.847,327.302,643.984,95.415
862.955,819.296,445.497,809.359,318.333,651.088,100.245
840.112,778.874,444.096,827.669,315.648,641.280,97.596
822.298,779.493,441.094,780.749,309.549,626.637,93.887
826.197,770.327,465.625,786.481,316.586,633.043,91.186
796.281,818.565,438.161,778.554,314.006,629.114,94.218
795.607,797.637,451.154,777.373,324.519,629.258,90.011
812.337,798.430,444.372,767.728,330.364,630.646,90.514
835.848,808.803,452.781,804.655,295.136,639.445,99.588
842.798,813.233,464.461,786.324,306.833,642.730,96.814
822.152,788.054,458.802,766.958,308.438,628.881,92.383
833.236,809.049,440.164,813.275,321.173,643.379,97.462
837.090,796.538,447.966,775.328,324.741,636.332,93.351
817.444,840.673,452.927,750.376,306.951,633.674,95.845
870.629,811.709,439.521,778.993,315.012,643.173,99.549
818.152,825.825,467.784,814.554,337.173,652.697,93.230
817.787,785.345,461.060,775.341,331.056,634.118,89.072
807.062,779.534,433.513,769.801,314.562,620.894,91.858
836.904,810.897,475.221,791.261,296.488,642.154,97.157
823.787,781.538,446.992,797.244,331.623,636.237,91.829
816.691,802.408,469.219,784.125,311.340,636.757,92.844
798.691,804.291,469.193,802.777,313.728,637.736,92.579
815.657,829.709,458.914,783.296,327.432,643.002,93.343
779.034,834.040,438.047,776.411,314.488,628.404,94.162
818.404,808.278,455.802,775.181,309.815,633.496,94.055
834.466,790.166,453.117,778.446,277.741,626.787,98.958
838.758,787.982,442.542,800.146,296.562,633.198,98.744
844.118,824.238,449.523,786.526,338.074,648.496,94.690
789.961,805.744,439.029,768.648,320.093,624.695,91.229
825.601,795.350,446.552,787.732,310.722,633.191,95.083
780.247,784.112,446.203,779.589,323.642,622.759,88.561
834.056,810.058,449.284,764.477,307.753,633.126,95.624
772.444,828.197,448.008,773.857,303.377,625.177,93.799
799.169,756.377,444.120,762.767,300.667,612.620,90.270
832.461,818.108,441.630,784.439,306.827,636.693,97.965
820.382,800.937,430.997,765.843,286.210,620.874,98.244
807.888,762.744,447.919,772.188,304.704,619.089,91.183
813.910,804.583,449.867,811.390,312.481,638.446,95.940
767.865,811.565,446.635,770.449,306.722,620.647,91.519
823.736,772.242,457.823,781.063,314.000,629.773,91.671
809.298,773.942,451.451,795.575,330.840,632.221,89.807
831.500,786.081,455.924,750.840,299.469,624.763,93.591
797.539,807.359,441.883,776.111,312.728,627.124,93.141
769.354,769.910,450.927,762.948,284.278,607.483,90.714
827.629,773.834,457.844,787.341,302.568,629.843,94.096
801.354,785.789,427.404,808.627,316.080,627.851,94.891
796.287,788.578,432.784,801.746,309.821,625.843,94.576
813.135,766.924,443.872,765.756,311.926,620.323,90.788
791.045,799.161,453.109,780.714,305.204,625.847,92.512
793.573,809.094,445.609,738.955,298.648,617.176,92.450
824.096,750.695,449.987,791.780,323.994,628.110,90.430
779.596,784.812,456.263,753.631,337.827,622.426,84.117
854.893,809.695,456.307,765.906,289.364,635.233,99.479
816.860,777.484,420.904,782.634,310.167,621.610,95.001
809.994,757.247,438.411,775.220,317.204,619.615,90.263
806.118,789.480,460.914,784.547,314.438,631.099,91.323
812.185,786.695,449.547,759.826,323.210,626.293,89.714
783.882,809.982,439.716,783.226,301.870,623.735,94.495
779.376,806.206,437.445,771.052,314.086,621.633,91.605
821.045,768.695,456.648,788.150,291.500,625.208,94.924
800.893,789.982,446.729,797.571,326.247,632.285,91.369
797.685,768.000,442.010,797.317,288.395,618.682,95.195
799.354,752.901,428.633,776.798,290.840,609.705,93.564
824.966,784.323,435.812,783.331,296.130,624.912,96.827
800.225,811.466,467.281,802.014,294.037,635.005,96.066
822.000,777.090,444.469,789.972,338.889,634.484,90.146
781.629,743.520,437.779,765.244,302.173,606.069,88.482
771.534,798.327,455.253,815.484,295.716,627.263,94.872
814.388,761.897,440.516,777.551,308.253,620.521,92.118
850.129,793.049,426.096,771.286,312.432,630.599,97.453
836.747,766.610,435.042,793.341,308.438,628.036,95.808
788.697,759.888,444.318,762.446,313.994,613.868,87.780
822.781,759.426,438.253,789.042,307.346,623.369,93.779
818.157,771.996,451.070,782.749,285.031,621.801,95.829
767.253,785.135,439.354,756.997,297.907,609.329,90.228
868.747,760.408,424.742,774.303,323.241,630.288,96.138
805.275,788.825,437.445,821.760,288.969,628.455,99.214
804.281,766.686,438.740,764.331,287.920,612.391,93.627
843.382,789.987,441.792,785.568,298.994,631.944,98.040
829.449,785.274,465.589,802.443,304.333,637.417,95.172
840.590,802.363,457.622,776.561,311.611,637.750,95.147
818.129,792.821,453.076,782.310,294.358,628.139,95.717
806.775,804.027,440.159,812.056,309.833,634.570,96.565
842.955,804.323,464.294,787.641,281.574,636.157,99.852
829.826,806.462,442.115,778.366,332.617,637.877,93.061
796.691,795.538,451.255,785.139,314.457,628.616,91.818
777.837,806.704,451.057,768.774,314.815,623.837,90.224
843.736,803.960,454.214,802.415,300.259,640.917,98.935
757.764,780.444,441.479,770.735,290.525,608.189,91.032
822.157,757.753,458.799,780.157,324.593,628.692,89.077
802.865,740.570,449.583,813.596,298.062,620.935,93.410
837.500,796.924,462.810,784.073,303.228,636.907,95.740
807.365,812.175,460.471,772.258,301.247,630.703,94.170
833.039,765.318,458.432,812.969,312.259,636.404,94.489
804.275,774.502,433.310,801.157,318.889,626.427,92.943
840.798,809.960,461.177,812.296,312.512,647.349,97.539
804.354,805.229,456.211,781.359,315.179,632.466,92.368
823.854,802.363,468.656,840.098,315.821,650.158,96.776
847.371,797.534,443.135,791.951,300.235,636.045,99.000
806.455,828.004,463.943,805.634,306.944,642.196,96.413
812.601,790.489,466.297,820.021,313.870,640.656,94.101
849.157,781.785,454.609,797.979,324.204,641.547,94.423
852.798,800.789,457.508,812.833,302.265,645.239,99.647
817.955,793.691,459.057,814.223,320.228,641.031,93.943
881.579,856.655,455.172,802.195,318.630,662.846,103.235
